symptoms,disease
"nausea, coma, acute_liver_failure, dark_urine, yellowing_of_eyes, fatigue, joint_pain, loss_of_appetite, stomach_bleeding, abdominal_pain, yellowish_skin, vomiting",Hepatitis E
"high_fever, fatigue, malaise, chills, phlegm, chest_pain, fast_heart_rate, sweating, cough, rusty_sputum, breathlessness",Pneumonia
"rusty_sputum, high_fever, fatigue, fast_heart_rate, malaise, breathlessness, chest_pain, phlegm, chills, sweating, cough",Pneumonia
"rusty_sputum, breathlessness, chills, high_fever, phlegm, cough, chest_pain, fatigue, malaise, fast_heart_rate, sweating",Pneumonia
"fast_heart_rate, breathlessness, high_fever, phlegm, sweating, malaise, rusty_sputum, cough, chest_pain, chills, fatigue",Pneumonia
"malaise, chest_pain, high_fever, sweating, rusty_sputum, fast_heart_rate, chills, phlegm, fatigue, breathlessness, cough",Pneumonia
"chills, malaise, phlegm, chest_pain, rusty_sputum, cough, fatigue, high_fever, sweating, fast_heart_rate, breathlessness",Pneumonia
"stomach_bleeding, abdominal_pain, vomiting, coma, fatigue, dark_urine, yellowing_of_eyes, acute_liver_failure, nausea, yellowish_skin, loss_of_appetite, high_fever",Hepatitis E
"loss_of_appetite, abdominal_pain, vomiting, coma, yellowish_skin, yellowing_of_eyes, high_fever, acute_liver_failure, stomach_bleeding, fatigue, dark_urine, nausea",Hepatitis E
"loss_of_appetite, vomiting, acute_liver_failure, dark_urine, yellowish_skin, high_fever, coma, yellowing_of_eyes, fatigue, abdominal_pain, nausea, stomach_bleeding",Hepatitis E
"red_spots_over_body, fatigue, skin_rash, back_pain, nausea, chills, malaise, high_fever, pain_behind_the_eyes, loss_of_appetite, vomiting, muscle_pain, joint_pain, headache",Dengue
"malaise, fatigue, nausea, muscle_pain, back_pain, pain_behind_the_eyes, loss_of_appetite, high_fever, chills, headache, vomiting, red_spots_over_body, joint_pain, skin_rash",Dengue
"joint_pain, malaise, red_spots_over_body, skin_rash, loss_of_appetite, headache, nausea, muscle_pain, fatigue, vomiting, chills, high_fever, pain_behind_the_eyes, back_pain",Dengue
"vomiting, anxiety, fatigue, palpitations, nausea, irritability, blurred_and_distorted_vision, sweating, slurred_speech, drying_and_tingling_lips, headache, excessive_hunger",Hypoglycemia
"nausea, irritability, fatigue, palpitations, slurred_speech, blurred_and_distorted_vision, sweating, drying_and_tingling_lips, excessive_hunger, vomiting, headache, anxiety",Hypoglycemia
"palpitations, fatigue, nausea, irritability, headache, excessive_hunger, blurred_and_distorted_vision, drying_and_tingling_lips, sweating, anxiety, slurred_speech, vomiting",Hypoglycemia
"chest_pain, vomiting, breathlessness, sweating",Heart attack
"vomiting, sweating, breathlessness, chest_pain",Heart attack
"vomiting, chest_pain, sweating, breathlessness",Heart attack
"yellowish_skin, nausea, vomiting, fatigue, loss_of_appetite, abdominal_pain, joint_pain, yellowing_of_eyes, dark_urine",Hepatitis D
"loss_of_appetite, yellowing_of_eyes, vomiting, abdominal_pain, fatigue, dark_urine, joint_pain, yellowish_skin, nausea",Hepatitis D
"nausea, fatigue, abdominal_pain, yellowing_of_eyes, yellowish_skin, vomiting, dark_urine, loss_of_appetite, joint_pain",Hepatitis D
"sunken_eyes, vomiting, dehydration, diarrhoea",Gastroenteritis
"vomiting, sunken_eyes, dehydration, diarrhoea",Gastroenteritis
"dehydration, sunken_eyes, diarrhoea, vomiting",Gastroenteritis
"headache, altered_sensorium, weakness_of_one_body_side, vomiting",Paralysis (brain hemorrhage)
"altered_sensorium, headache, weakness_of_one_body_side, vomiting",Paralysis (brain hemorrhage)
"headache, weakness_of_one_body_side, vomiting, altered_sensorium",Paralysis (brain hemorrhage)
"weakness_of_one_body_side, altered_sensorium, headache, vomiting",Paralysis (brain hemorrhage)
"vomiting, altered_sensorium, headache, weakness_of_one_body_side",Paralysis (brain hemorrhage)
"headache, weakness_of_one_body_side, vomiting, altered_sensorium",Paralysis (brain hemorrhage)
"lethargy, fatigue, swelled_lymph_nodes, loss_of_appetite, red_spots_over_body, headache, skin_rash, itching, malaise, high_fever, mild_fever",Chicken pox
"loss_of_appetite, headache, mild_fever, malaise, fatigue, skin_rash, red_spots_over_body, swelled_lymph_nodes, high_fever, lethargy, itching",Chicken pox
"high_fever, red_spots_over_body, mild_fever, headache, itching, malaise, loss_of_appetite, lethargy, skin_rash, swelled_lymph_nodes, fatigue",Chicken pox
"hip_joint_pain, joint_pain, painful_walking, knee_pain, swelling_joints, neck_pain",Osteoarthritis
"neck_pain, knee_pain, hip_joint_pain, joint_pain, painful_walking, swelling_joints",Osteoarthritis
"painful_walking, joint_pain, hip_joint_pain, knee_pain, swelling_joints, neck_pain",Osteoarthritis
"loss_of_appetite, lethargy, malaise, itching, red_spots_over_body, mild_fever, headache, skin_rash, high_fever, swelled_lymph_nodes, fatigue",Chicken pox
"malaise, loss_of_appetite, high_fever, swelled_lymph_nodes, headache, red_spots_over_body, fatigue, skin_rash, lethargy, itching, mild_fever",Chicken pox
"itching, red_spots_over_body, fatigue, malaise, high_fever, mild_fever, lethargy, loss_of_appetite, skin_rash, headache, swelled_lymph_nodes",Chicken pox
"indigestion, internal_itching, loss_of_appetite, abdominal_pain, passage_of_gases",Peptic ulcer disease
"passage_of_gases, indigestion, loss_of_appetite, abdominal_pain, internal_itching",Peptic ulcer disease
"loss_of_appetite, internal_itching, indigestion, passage_of_gases, abdominal_pain",Peptic ulcer disease
"yellowish_skin, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, abdominal_pain, vomiting, fluid_overload",Alcoholic hepatitis
"abdominal_pain, history_of_alcohol_consumption, yellowish_skin, vomiting, fluid_overload, swelling_of_stomach, distention_of_abdomen",Alcoholic hepatitis
"yellowish_skin, history_of_alcohol_consumption, abdominal_pain, distention_of_abdomen, vomiting, fluid_overload, swelling_of_stomach",Alcoholic hepatitis
"polyuria, increased_appetite, irregular_sugar_level, fatigue, excessive_hunger, lethargy, obesity, restlessness, blurred_and_distorted_vision, weight_loss",Diabetes
"excessive_hunger, increased_appetite, fatigue, polyuria, obesity, lethargy, restlessness, blurred_and_distorted_vision, irregular_sugar_level, weight_loss",Diabetes
"obesity, increased_appetite, restlessness, polyuria, weight_loss, irregular_sugar_level, blurred_and_distorted_vision, excessive_hunger, lethargy, fatigue",Diabetes
"vomiting, high_fever, nausea, muscle_pain, chills, diarrhoea, headache, sweating",Malaria
"vomiting, muscle_pain, diarrhoea, nausea, high_fever, chills, headache, sweating",Malaria
"high_fever, vomiting, sweating, muscle_pain, headache, chills, nausea, diarrhoea",Malaria
"weakness_of_one_body_side, vomiting, headache, altered_sensorium",Paralysis (brain hemorrhage)
"weakness_of_one_body_side, headache, vomiting, altered_sensorium",Paralysis (brain hemorrhage)
"headache, weakness_of_one_body_side, vomiting, altered_sensorium",Paralysis (brain hemorrhage)
"headache, high_fever, malaise, fatigue, swelled_lymph_nodes, lethargy, loss_of_appetite, red_spots_over_body, mild_fever, skin_rash, itching",Chicken pox
"loss_of_appetite, headache, red_spots_over_body, malaise, lethargy, fatigue, high_fever, swelled_lymph_nodes, mild_fever, itching, skin_rash",Chicken pox
"lethargy, skin_rash, loss_of_appetite, red_spots_over_body, fatigue, high_fever, mild_fever, swelled_lymph_nodes, headache, itching, malaise",Chicken pox
"breathlessness, cough, mucoid_sputum, high_fever, family_history",Bronchial Asthma
"cough, breathlessness, high_fever, mucoid_sputum, family_history",Bronchial Asthma
"mucoid_sputum, breathlessness, high_fever, family_history, cough",Bronchial Asthma
"sunken_eyes, diarrhoea, dehydration, vomiting",Gastroenteritis
"dehydration, vomiting, diarrhoea, sunken_eyes",Gastroenteritis
"sunken_eyes, diarrhoea, vomiting, dehydration",Gastroenteritis
"blister, skin_rash, yellow_crust_ooze, red_sore_around_nose, high_fever",Impetigo
"yellow_crust_ooze, high_fever, red_sore_around_nose, blister, skin_rash",Impetigo
"yellow_crust_ooze, red_sore_around_nose, blister, skin_rash, high_fever",Impetigo
"high_fever, skin_rash, yellow_crust_ooze, blister, red_sore_around_nose",Impetigo
"red_sore_around_nose, blister, high_fever, yellow_crust_ooze, skin_rash",Impetigo
"red_sore_around_nose, yellow_crust_ooze, skin_rash, blister, high_fever",Impetigo
"vomiting, spinning_movements, nausea, unsteadiness, loss_of_balance, headache",(vertigo) Paroymsal Positional Vertigo
"loss_of_balance, headache, vomiting, nausea, unsteadiness, spinning_movements",(vertigo) Paroymsal Positional Vertigo
"spinning_movements, nausea, unsteadiness, headache, vomiting, loss_of_balance",(vertigo) Paroymsal Positional Vertigo
"fatigue, family_history, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin",Hepatitis C
"loss_of_appetite, yellowish_skin, nausea, family_history, yellowing_of_eyes, fatigue",Hepatitis C
"family_history, nausea, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes",Hepatitis C
"chest_pain, runny_nose, cough, swelled_lymph_nodes, redness_of_eyes, muscle_pain, chills, malaise, headache, loss_of_smell, sinus_pressure, fatigue, phlegm, high_fever, congestion, continuous_sneezing, throat_irritation",Common Cold
"phlegm, swelled_lymph_nodes, chest_pain, loss_of_smell, cough, muscle_pain, redness_of_eyes, runny_nose, sinus_pressure, headache, high_fever, chills, fatigue, throat_irritation, malaise, congestion, continuous_sneezing",Common Cold
"swelled_lymph_nodes, loss_of_smell, cough, headache, phlegm, runny_nose, continuous_sneezing, chest_pain, muscle_pain, congestion, high_fever, throat_irritation, malaise, redness_of_eyes, fatigue, sinus_pressure, chills",Common Cold
"abdominal_pain, vomiting, indigestion, internal_itching, passage_of_gases",Peptic ulcer disease
"indigestion, abdominal_pain, vomiting, passage_of_gases, internal_itching",Peptic ulcer disease
"vomiting, abdominal_pain, passage_of_gases, indigestion, internal_itching",Peptic ulcer disease
"skin_rash, dischromic _patches, nodal_skin_eruptions, itching",Fungal infection
"nodal_skin_eruptions, skin_rash, itching, dischromic _patches",Fungal infection
"itching, nodal_skin_eruptions, dischromic _patches, skin_rash",Fungal infection
"loss_of_balance, chest_pain, lack_of_concentration, dizziness",Hypertension
"lack_of_concentration, chest_pain, loss_of_balance, dizziness",Hypertension
"loss_of_balance, dizziness, lack_of_concentration, chest_pain",Hypertension
"depression, irritability, visual_disturbances, indigestion, excessive_hunger, headache, acidity, stiff_neck",Migraine
"acidity, headache, depression, indigestion, visual_disturbances, stiff_neck, irritability, excessive_hunger",Migraine
"excessive_hunger, irritability, depression, acidity, visual_disturbances, stiff_neck, indigestion, headache",Migraine
"yellowing_of_eyes, fatigue, family_history, loss_of_appetite, nausea, yellowish_skin",Hepatitis C
"yellowing_of_eyes, family_history, fatigue, yellowish_skin, loss_of_appetite, nausea",Hepatitis C
"nausea, family_history, loss_of_appetite, fatigue, yellowing_of_eyes, yellowish_skin",Hepatitis C
"cough, high_fever, breathlessness, fatigue, family_history",Bronchial Asthma
"family_history, breathlessness, high_fever, cough, fatigue",Bronchial Asthma
"breathlessness, high_fever, fatigue, family_history, cough",Bronchial Asthma
"nodal_skin_eruptions, skin_rash, itching, dischromic _patches",Fungal infection
"itching, dischromic _patches, skin_rash, nodal_skin_eruptions",Fungal infection
"itching, nodal_skin_eruptions, dischromic _patches, skin_rash",Fungal infection
"fatigue, breathlessness, blood_in_sputum, cough, vomiting, yellowing_of_eyes, chest_pain, malaise, chills, mild_fever, phlegm, loss_of_appetite, swelled_lymph_nodes, high_fever, sweating",Tuberculosis
"fatigue, mild_fever, blood_in_sputum, breathlessness, high_fever, swelled_lymph_nodes, chest_pain, phlegm, chills, yellowing_of_eyes, loss_of_appetite, vomiting, cough, sweating, malaise",Tuberculosis
"swelled_lymph_nodes, phlegm, loss_of_appetite, yellowing_of_eyes, breathlessness, chills, mild_fever, vomiting, fatigue, high_fever, sweating, cough, blood_in_sputum, malaise, chest_pain",Tuberculosis
"yellowish_skin, fatigue, nausea, loss_of_appetite, family_history, yellowing_of_eyes",Hepatitis C
"family_history, yellowish_skin, loss_of_appetite, yellowing_of_eyes, fatigue, nausea",Hepatitis C
"yellowish_skin, fatigue, loss_of_appetite, nausea, family_history, yellowing_of_eyes",Hepatitis C
"rusty_sputum, chest_pain, fast_heart_rate, chills, malaise, fatigue, phlegm, high_fever, sweating, cough, breathlessness",Pneumonia
"sweating, chills, breathlessness, cough, rusty_sputum, high_fever, fast_heart_rate, malaise, fatigue, chest_pain, phlegm",Pneumonia
"high_fever, cough, phlegm, chills, rusty_sputum, sweating, chest_pain, breathlessness, malaise, fatigue, fast_heart_rate",Pneumonia
"red_spots_over_body, skin_rash, headache, loss_of_appetite, back_pain, chills, malaise, nausea, vomiting, high_fever, joint_pain, pain_behind_the_eyes, fatigue",Dengue
"vomiting, pain_behind_the_eyes, headache, malaise, back_pain, high_fever, fatigue, chills, loss_of_appetite, joint_pain, nausea, red_spots_over_body, skin_rash",Dengue
"red_spots_over_body, back_pain, skin_rash, high_fever, fatigue, malaise, joint_pain, loss_of_appetite, headache, pain_behind_the_eyes, chills, vomiting, nausea",Dengue
"distention_of_abdomen, swelling_of_stomach, abdominal_pain, yellowish_skin, vomiting, fluid_overload, history_of_alcohol_consumption",Alcoholic hepatitis
"distention_of_abdomen, history_of_alcohol_consumption, vomiting, swelling_of_stomach, yellowish_skin, fluid_overload, abdominal_pain",Alcoholic hepatitis
"yellowish_skin, history_of_alcohol_consumption, distention_of_abdomen, fluid_overload, vomiting, swelling_of_stomach, abdominal_pain",Alcoholic hepatitis
"acidity, ulcers_on_tongue, chest_pain, cough, stomach_pain",GERD
"stomach_pain, ulcers_on_tongue, cough, chest_pain, acidity",GERD
"acidity, cough, ulcers_on_tongue, stomach_pain, chest_pain",GERD
"obesity, bruising, swollen_legs, swollen_blood_vessels, fatigue, cramps",Varicose veins
"swollen_blood_vessels, bruising, obesity, swollen_legs, cramps, fatigue",Varicose veins
"fatigue, bruising, swollen_legs, swollen_blood_vessels, obesity, cramps",Varicose veins
"fatigue, breathlessness, cough, high_fever, mucoid_sputum, family_history",Bronchial Asthma
"breathlessness, high_fever, fatigue, cough, mucoid_sputum, family_history",Bronchial Asthma
"fatigue, mucoid_sputum, breathlessness, cough, high_fever, family_history",Bronchial Asthma
"family_history, loss_of_appetite, fatigue, nausea, yellowish_skin, yellowing_of_eyes",Hepatitis C
"yellowing_of_eyes, family_history, yellowish_skin, nausea, loss_of_appetite, fatigue",Hepatitis C
"fatigue, yellowish_skin, nausea, yellowing_of_eyes, loss_of_appetite, family_history",Hepatitis C
"dark_urine, vomiting, fatigue, abdominal_pain, yellowish_skin, high_fever, weight_loss, itching",Jaundice
"vomiting, itching, abdominal_pain, weight_loss, yellowish_skin, high_fever, dark_urine, fatigue",Jaundice
"abdominal_pain, dark_urine, itching, weight_loss, yellowish_skin, vomiting, fatigue, high_fever",Jaundice
"loss_of_balance, headache, unsteadiness, nausea, vomiting",(vertigo) Paroymsal Positional Vertigo
"loss_of_balance, headache, vomiting, unsteadiness, nausea",(vertigo) Paroymsal Positional Vertigo
"unsteadiness, headache, nausea, vomiting, loss_of_balance",(vertigo) Paroymsal Positional Vertigo
"vomiting, distention_of_abdomen, abdominal_pain, swelling_of_stomach, yellowish_skin, history_of_alcohol_consumption",Alcoholic hepatitis
"abdominal_pain, yellowish_skin, history_of_alcohol_consumption, distention_of_abdomen, swelling_of_stomach, vomiting",Alcoholic hepatitis
"vomiting, yellowish_skin, distention_of_abdomen, swelling_of_stomach, abdominal_pain, history_of_alcohol_consumption",Alcoholic hepatitis
"skin_rash, dischromic _patches, nodal_skin_eruptions, itching",Fungal infection
"nodal_skin_eruptions, itching, dischromic _patches, skin_rash",Fungal infection
