symptoms,disease
"skin redness, widespread skin rash, impaired skin barrier function, prickling or tingling sensation on skin, intense itching",eczema
"widespread skin rash, skin redness, prickling or tingling sensation on skin, impaired skin barrier function, intense itching",eczema
"extreme mood swings, intense negative emotional reactions, manic episodes, depressive mood episodes",bipolar disorder
"depressive mood episodes, manic episodes, extreme mood swings, intense negative emotional reactions",bipolar disorder
"manic episodes, intense negative emotional reactions, extreme mood swings, depressive mood episodes",bipolar disorder
"frequent urination, loss of consciousness, excessive thirst",diabetes
"loss of consciousness, frequent urination, excessive thirst",diabetes
"frequent urination, excessive thirst, loss of consciousness",diabetes
"shivering, continuous_sneezing, watering_from_eyes",allergy
"continuous_sneezing, shivering, watering_from_eyes",allergy
"watering_from_eyes, shivering, continuous_sneezing",allergy
"tightening sensation in calves, persistent skin irritation",varicose veins
"persistent skin irritation, tightening sensation in calves",varicose veins
"severe acne, deep scars",acne
"deep scars, severe acne",acne
"knee_pain, neck_pain, painful_walking, hip_joint_pain, joint_pain, swelling_joints",osteoarthritis
"swelling_joints, hip_joint_pain, painful_walking, knee_pain, neck_pain, joint_pain",osteoarthritis
"knee_pain, painful_walking, hip_joint_pain, swelling_joints, neck_pain, joint_pain",osteoarthritis
"frequent asthma attacks, wheezing sound",bronchial asthma
"wheezing sound, frequent asthma attacks",bronchial asthma
"dark purple or blue veins, discomfort worsens with prolonged standing",varicose veins
"discomfort worsens with prolonged standing, dark purple or blue veins",varicose veins
"swelling_joints, painful_walking, muscle_weakness, movement_stiffness",arthritis
"painful_walking, muscle_weakness, movement_stiffness, swelling_joints",arthritis
"swelling_joints, movement_stiffness, painful_walking, muscle_weakness",arthritis
"chronic fatigue, low self-esteem, excessive stress, persistent sadness, irritability, reduced motivation",depression
"reduced motivation, low self-esteem, irritability, excessive stress, chronic fatigue, persistent sadness",depression
"reduced motivation, excessive stress, chronic fatigue, persistent sadness, irritability, low self-esteem",depression
"emotional numbness or blunted affect, persistent feelings of inadequacy or low self-worth, feeling of disconnection or detachment from oneself and others",depression
"feeling of disconnection or detachment from oneself and others, persistent feelings of inadequacy or low self-worth, emotional numbness or blunted affect",depression
"persistent feelings of inadequacy or low self-worth, feeling of disconnection or detachment from oneself and others, emotional numbness or blunted affect",depression
"anxiety, stress, guilt",diabetes
"stress, guilt, anxiety",diabetes
"anxiety, guilt, stress",diabetes
"muscle_pain, diarrhoea, sweating, headache, vomiting, high_fever, nausea",malaria
"vomiting, high_fever, nausea, muscle_pain, headache, sweating, diarrhoea",malaria
"headache, high_fever, nausea, sweating, muscle_pain, diarrhoea, vomiting",malaria
"loss of libido, joint pain, hot flashes",menopausal syndrome
"hot flashes, joint pain, loss of libido",menopausal syndrome
"joint pain, loss of libido, hot flashes",menopausal syndrome
"skin biting, nail biting, hypervigilance, excessive internal planning, brain fog, chewing cheeks until they bleed",anxiety
"chewing cheeks until they bleed, excessive internal planning, nail biting, skin biting, hypervigilance, brain fog",anxiety
"excessive internal planning, brain fog, chewing cheeks until they bleed, skin biting, nail biting, hypervigilance",anxiety
"steatorrhea, pruritus",chronic cholestasis
"pruritus, steatorrhea",chronic cholestasis
"bitter metallic taste, visual disturbance (seeing blue lights)",migraine
"visual disturbance (seeing blue lights), bitter metallic taste",migraine
"passage_of_gases, indigestion, loss_of_appetite, vomiting, abdominal_pain, internal_itching",peptic ulcer disease
"passage_of_gases, loss_of_appetite, indigestion, abdominal_pain, internal_itching, vomiting",peptic ulcer disease
"internal_itching, abdominal_pain, loss_of_appetite, passage_of_gases, vomiting, indigestion",peptic ulcer disease
"severe nausea, seizures",paralysis (brain hemorrhage)
"seizures, severe nausea",paralysis (brain hemorrhage)
"swollen and stiff joints, nail pitting or ridges",psoriasis
"nail pitting or ridges, swollen and stiff joints",psoriasis
"reduced interest in social interactions, difficulty understanding social cues, lack of eye contact, repetitive or unusual movements, literal interpretation of language, intense focus on specific interests",autism spectrum disorder
"literal interpretation of language, repetitive or unusual movements, reduced interest in social interactions, intense focus on specific interests, difficulty understanding social cues, lack of eye contact",autism spectrum disorder
"literal interpretation of language, repetitive or unusual movements, difficulty understanding social cues, reduced interest in social interactions, intense focus on specific interests, lack of eye contact",autism spectrum disorder
"tingling lips, mild allergy to apples and stone fruits",allergy
"mild allergy to apples and stone fruits, tingling lips",allergy
"skin_rash, malaise, mild_fever, lethargy, red_spots_over_body, loss_of_appetite, itching, swelled_lymph_nodes, headache, fatigue, high_fever",chicken pox
"high_fever, lethargy, fatigue, mild_fever, loss_of_appetite, swelled_lymph_nodes, red_spots_over_body, malaise, itching, skin_rash, headache",chicken pox
"skin_rash, mild_fever, fatigue, high_fever, swelled_lymph_nodes, headache, loss_of_appetite, lethargy, malaise, red_spots_over_body, itching",chicken pox
"swollen_blood_vessels, cramps, fatigue, swollen_legs, bruising, obesity, prominent_veins_on_calf",varicose veins
"swollen_legs, swollen_blood_vessels, obesity, prominent_veins_on_calf, bruising, fatigue, cramps",varicose veins
"swollen_legs, obesity, fatigue, swollen_blood_vessels, cramps, bruising, prominent_veins_on_calf",varicose veins
"shooting pain, difficulty gripping or holding objects, sharp, chronic fatigue, tingling or vibrating sensations, burning sensation in bones or muscles, widespread musculoskeletal pain",fibromyalgia
"chronic fatigue, tingling or vibrating sensations, shooting pain, burning sensation in bones or muscles, difficulty gripping or holding objects, widespread musculoskeletal pain, sharp",fibromyalgia
"shooting pain, widespread musculoskeletal pain, burning sensation in bones or muscles, chronic fatigue, difficulty gripping or holding objects, tingling or vibrating sensations, sharp",fibromyalgia
"stiff_neck, irritability, excessive_hunger, blurred_and_distorted_vision, indigestion, depression, acidity, visual_disturbances",migraine
"excessive_hunger, indigestion, visual_disturbances, acidity, stiff_neck, blurred_and_distorted_vision, depression, irritability",migraine
"depression, stiff_neck, blurred_and_distorted_vision, indigestion, irritability, visual_disturbances, acidity, excessive_hunger",migraine
"skin_rash, blackheads, scurring, pus_filled_pimples",acne
"skin_rash, blackheads, pus_filled_pimples, scurring",acne
"blackheads, skin_rash, pus_filled_pimples, scurring",acne
"dry mouth, throat inflammation, stomach acid, gerd",eczema
"gerd, throat inflammation, dry mouth, stomach acid",eczema
"stomach acid, gerd, throat inflammation, dry mouth",eczema
"hypersensitivity to light, hypersensitivity to sound, difficulty in verbal and non-verbal communication",autism spectrum disorder
"difficulty in verbal and non-verbal communication, hypersensitivity to light, hypersensitivity to sound",autism spectrum disorder
"hypersensitivity to sound, difficulty in verbal and non-verbal communication, hypersensitivity to light",autism spectrum disorder
"persistent fatigue, cognitive dysfunction or brain fog, skin rashes, irritable bowel symptoms such as diarrhea, muscle pain or myalgia, sleep disturbances or insomnia",chronic fatigue syndrome
"persistent fatigue, skin rashes, irritable bowel symptoms such as diarrhea, sleep disturbances or insomnia, muscle pain or myalgia, cognitive dysfunction or brain fog",chronic fatigue syndrome
"persistent fatigue, cognitive dysfunction or brain fog, irritable bowel symptoms such as diarrhea, skin rashes, sleep disturbances or insomnia, muscle pain or myalgia",chronic fatigue syndrome
"palpitations, chronic fatigue, chest discomfort, irregular heartbeats, dizziness, shortness of breath",arrhythmia
"shortness of breath, dizziness, palpitations, irregular heartbeats, chest discomfort, chronic fatigue",arrhythmia
"chronic fatigue, shortness of breath, irregular heartbeats, palpitations, dizziness, chest discomfort",arrhythmia
"vomiting, palpitations, drying_and_tingling_lips, irritability, excessive_hunger, sweating, fatigue, nausea, anxiety, blurred_and_distorted_vision, slurred_speech",hypoglycemia
"irritability, vomiting, sweating, drying_and_tingling_lips, blurred_and_distorted_vision, anxiety, excessive_hunger, palpitations, fatigue, nausea, slurred_speech",hypoglycemia
"nausea, fatigue, sweating, vomiting, irritability, anxiety, blurred_and_distorted_vision, drying_and_tingling_lips, slurred_speech, palpitations, excessive_hunger",hypoglycemia
"vomiting, chills, diarrhoea, nausea, sweating, headache, high_fever, muscle_pain",malaria
"diarrhoea, sweating, chills, nausea, high_fever, muscle_pain, headache, vomiting",malaria
"nausea, chills, sweating, headache, vomiting, high_fever, diarrhoea, muscle_pain",malaria
"numbness in feet, burning sensations in feet, tingling in feet, fatigue after eating, oral thrush",diabetes
"tingling in feet, fatigue after eating, numbness in feet, burning sensations in feet, oral thrush",diabetes
"numbness in feet, oral thrush, fatigue after eating, burning sensations in feet, tingling in feet",diabetes
"fatigue, vomiting",hepatitis b
"vomiting, fatigue",hepatitis b
"evidence of water damage in living space, dry and red patches on the skin, itchy skin, musty odors in the environment",eczema
"dry and red patches on the skin, itchy skin, evidence of water damage in living space, musty odors in the environment",eczema
"itchy skin, dry and red patches on the skin, evidence of water damage in living space, musty odors in the environment",eczema
"fatigue, nausea, loss_of_appetite, joint_pain, yellowish_skin, abdominal_pain, dark_urine, vomiting, yellowing_of_eyes",hepatitis d
"nausea, loss_of_appetite, yellowing_of_eyes, abdominal_pain, fatigue, dark_urine, vomiting, joint_pain, yellowish_skin",hepatitis d
"abdominal_pain, dark_urine, nausea, loss_of_appetite, yellowing_of_eyes, vomiting, fatigue, joint_pain, yellowish_skin",hepatitis d
"mild body aches, sneezing",common cold
"sneezing, mild body aches",common cold
"itching, yellowish_skin, vomiting, abdominal_pain, yellowing_of_eyes, loss_of_appetite",chronic cholestasis
"yellowing_of_eyes, vomiting, itching, yellowish_skin, loss_of_appetite, abdominal_pain",chronic cholestasis
"yellowing_of_eyes, yellowish_skin, abdominal_pain, itching, vomiting, loss_of_appetite",chronic cholestasis
"secondary infection, fried lungs",pneumonia
"fried lungs, secondary infection",pneumonia
"phobia of being touched, eating disorders, difficulty understanding spoken language, anxiety, difficulty understanding social cues",autism spectrum disorder
"difficulty understanding social cues, eating disorders, phobia of being touched, difficulty understanding spoken language, anxiety",autism spectrum disorder
